sure,ayet_no,kac_kez,ayet_meali_hutbede_gecen,tema,tarih,hutbe_basligi
Bakara,257,2,"Allah, iman edenlerin dostudur. Onları karanlıklardan aydınlığa çıkarır. İnkâr edenlere gelince, onların dostları da kendilerini aydınlıktan alıp karanlığa götüren tâğuttur, şeytandır, zalimdir. Onlar cehennem ehlidir. Orada ebedî kalacaklardır.","Vatan, Millet ve Tarih",11.07.2025,SAHİH DİNİ BİLGİNİN ÖNEMİ
Bakara,274,2,Mallarını gece gündüz; gizli ve açık infak edenler için Rableri katında ecirler vardır; onlar için korku yoktur ve onlar mahzun da olmayacaklardır.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",08.05.2020,"RAMAZAN: İNFAK, YARDIMLAŞMA VE PAYLAŞMA AYI"
Bakara,274,2,"Mallarını gece, gündüz; gizli ve açık infak edenler için Rableri katında ecirler vardır; onlar için korku yoktur ve onlar mahzun olmayacaklardır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",10.05.2019,RAMAZAN VE İNFAK
Bakara,275,2,"Oysa Allah alışverişi helal, faizi haram kılmıştır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",16.06.2017,"ZEKÂT, KAZANCI ARTIRIR; FAİZ YOK EDER"
Bakara,275,2,"Allah, alış verişi helâl, faizi ise haram kılmıştır.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",23.08.2019,FAİZİN TOPLUMSAL ZARARLARI
Duha,7,2,"O, seni yetim bulup barındırmadı mı?... Öyleyse sakın yetimi ezme!","Toplumsal Dayanışma, Merhamet ve Kardeşlik",11.07.2014,KİMSESİZLERİN KİMSESİ OLABİLMEK
Duha,7,2,"O, seni yetim bulup barındırmadı mı?... Öyleyse sakın yetimi ezme!","Aile, Çocuk ve Nesil",29.03.2013,SOKAĞIN YETİMLERİ: ÇOCUKLARIMIZ
Duha,9,2,Yetimi sakın incitme!,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",14.08.2026,HER YETİM BİR EMANET
Duha,9,2,"Öyleyse sakın yetimi ezme! El açıp isteyeni de sakın azarlama. Ve Rabbinin nimetini, minnet ve şükranla an.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",23.04.2021,YETİM: CENÂB-I HAKK’IN İNSANLIĞA EMANETİ
Enfal,25,2,Sadece zulmedenlere dokunmakla kalmayıp herkese sirayet edecek olan azaptan sakının.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",05.07.2024,ZARÛRÂT-I HAMSEYİ MUHAFAZA EDELİM
Enfal,25,2,"İçinizden sadece zulmedenlere erişmekle kalmayacak olan bir azaptan sakının ve bilin ki Allah, azabı çetin olandır.",İslam Coğrafyası ve Küresel Meseleler,07.04.2017,ZULÜM EBEDİ DEĞİLDİR
Enfal,28,2,"Biliniz ki, mallarınız ve çocuklarınız birer imtihan sebebidir ve büyük mükâfat Allah katındadır.","Aile, Çocuk ve Nesil",16.12.2022,ÇOCUK: RABBİMİZİN KIYMETLİ EMANETİ
Enfal,28,2,Mallarınız ve çocuklarınız imtihan vesilesidir.,"Aile, Çocuk ve Nesil",17.06.2016,"KUR’ÂN, RAMAZAN VE ÇOCUK"
Felak,1,2,"De ki: Yarattığı şeylerin şerrinden, karanlığı çöktüğü zaman gecenin şerrinden, düğümlere üfürüp büyü yapan üfürükçülerin şerrinden ve kıskandığı vakit kıskanç kişinin şerrinden sabahın Rabbine sığınırım!","İman, Tevhid ve Ahiret",06.12.2019,BATIL İNANÇ VE HURAFELER
Felak,1,2,"De ki: Yarattığı şeylerin şerrinden, karanlığı çöktüğü zaman gecenin şerrinden, düğümlere üfürüp büyü yapan üfürükçülerin şerrinden ve haset ettiği vakit hasetçinin şerrinden sabahın Rabbine sığınırım!",İbadet ve Kulluk,24.02.2017,ALLAH’A SIĞINMANIN EN GÜZEL İFADESİ: MUAVVİZETEYN SURESİ
Hac,27,2,"İnsanlar arasında haccı ilan et ki, gerek yaya, gerek de uzak yollardan binekler üzerinde sana gelsinler.",İbadet ve Kulluk,05.09.2014,HAC: KALBE YOLCULUK
Hac,27,2,"İnsanlar arasında haccı ilan et ki, gerek yaya, gerek de uzak yollardan binekler üzerinde sana gelsinler.",İbadet ve Kulluk,28.08.2015,HAC YOLCULUĞUNDAN HAK YOLCULUĞUNA
Hucurat,11,2,"…Birbirinizi karalamayın, birbirinizi kötü lakaplarla çağırmayın…","Ahlak, Erdem ve Söz",18.04.2025,HUCURÂT SÛRESİ: ERDEMLİ BİR TOPLUMUN İNŞASI
Hucurat,11,2,Birbirinizi kötü lakaplarla çağırmayın,"Aile, Çocuk ve Nesil",29.06.2018,EVLADIN ANNE-BABA ÜZERİNDEKİ HAKLARINDAN BİRİ: GÜZEL İSİM
Hud,113,2,Zalimlerin yanında olmayın; sonra ateş sizi de yakar.,İslam Coğrafyası ve Küresel Meseleler,04.10.2024,ZULÜM ASLA PAYİDAR OLMAZ
Hud,113,2,Zalimlere asla meyletmeyin.,"Vatan, Millet ve Tarih",27.10.2023,VATAN MİLLET SEVDASIYLA NİCE YÜZYILLARA
Kaf,16,2,"Biz, insana şah damarından daha yakınız.",İbadet ve Kulluk,07.08.2015,KULLUĞUN ÖZÜ: İHSAN
Kaf,16,2,"Biz, insana şah damarından daha yakınız",İbadet ve Kulluk,11.01.2019,"İNSANIN KEMAL YOLCULUĞU: İSLAM, İMAN VE İHSAN"
Kamer,45,2,"Yakında o zalimler topluluğu da yenilecek, arkalarını dönüp kaçacaklardır.","Vatan, Millet ve Tarih",25.10.2024,VATAN MÜDAFAASI MUKADDESTİR
Kamer,45,2,Yakında o topluluk da yenilecek ve arkalarını dönüp kaçacaklar.,"Vatan, Millet ve Tarih",28.02.2020,"HAK UĞRUNDA MÜCADELEMİZ, BİRLİK VE BERABERLİK RUHUMUZ"
Kasas,77,2,Allah'ın sana verdiğinden (O'nun yolunda harcayarak) ahiret yurdunu iste; ama dünyadan da nasibini unutma.,"İman, Tevhid ve Ahiret",05.12.2014,AHİRET: HESAP VERME BİLİNCİ
Kasas,77,2,Allah'ın sana verdiği şeylerde ahiret yurdunu ara. Dünyadan da nasibini unutma...,"İman, Tevhid ve Ahiret",13.12.2013,DÜNYADA YOLCU OLABİLMEK!
Lokman,17,2,"Yavrucuğum, namazını özenle kıl, iyiliği emret, kötülükten vazgeçirmeye çalış, başına gelen musibetlere sabret…","Aile, Çocuk ve Nesil",04.04.2025,GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ
Lokman,17,2,"Yavrucuğum! Namazını dosdoğru kıl, iyiliği emret, kötülükten vazgeçirmeye çalış.","Aile, Çocuk ve Nesil",23.06.2023,BABA: CENNETE AÇILAN KAPI
Lokman,18,2,"…Yeryüzünde gururla, kibirle yürüme!... Yürüyüşünde ölçülü ol, sesini de yükseltme…","Aile, Çocuk ve Nesil",04.04.2025,GÜÇLÜ BİR TOPLUMUN İNŞASINDA ANNE BABANIN ROLÜ
Lokman,18,2,"Yürüyüşünde tabii ol, sesini alçalt!","Sabır, Tevekkül ve Manevi Olgunluk",06.03.2015,"ALLAH, AŞIRI GİDENLERİ SEVMEZ"
Maide,28,2,Sen beni öldürmek için bana elini uzatsan da ben seni öldürmek için sana elimi uzatacak değilim.,"Aile, Çocuk ve Nesil",17.10.2014,ARŞIN GÖLGESİNDEKİ GENÇLİK
Maide,28,2,Andolsun! Sen beni öldürmek için elini bana uzatsan da ben seni öldürmek için sana elimi uzatacak değilim. Çünkü ben âlemlerin Rabbi olan Allah'tan korkarım.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",21.11.2014,HAYIR HAZİNELER DOLUSUDUR
Meryem,59,2,Sonra bunların ardından namazı kılmayan ve nefsani arzularına uyan bir nesil geldi…,"Afet, Kriz ve Sağlık",23.02.2018,BAĞIMLILIK BİR TUZAKTIR
Meryem,59,2,"O peygamberlerden sonra bir nesil geldi. Ve onlar, namazı kaybettiler. Namazı zayi ettiler ve kötü arzularına uydular. Heva ve heveslerine tabi oldular. Onlar bu tutumlarından ötürü elim bir azaba çarptırılacaklardır.",İbadet ve Kulluk,27.01.2017,NAMAZI ZAYİ ETMEK
Meryem,96,2,"İman edip, salih amel işleyenler var ya, Rahmân olan Allah onları (gönüllere) sevdirecektir.","İman, Tevhid ve Ahiret",03.04.2015,"HAKİKİ SEVGİ: ALLAH’I SEVMEK, ALLAH İÇİN SEVMEK"
Meryem,96,2,"İman edip, salih amel işleyenler var ya, Rahmân olan Allah onları (gönüllere) sevdirecektir.","Ahlak, Erdem ve Söz",20.03.2015,İNSANI İYİLİK YAŞATIR
Mü'minun,8,2,"Müminler, emanetlerine ve verdikleri sözlere riayet ederler.",Peygamberimiz ve Ashab,22.10.2021,"ONUN BİZE MİRASI, EŞSİZ VEFASI"
Mü'minun,8,2,Onlar emanetlerine ve verdikleri sözlere riayet ederler.,"Ahlak, Erdem ve Söz",23.01.2015,ERDEMLİ BİR DURUŞ: SADÂKAT
Müddessir,1,2,Ey örtüsüne bürünen kalk ve anlat.,Peygamberimiz ve Ashab,03.02.2012,MEVLİD-İ NEBİ
Müddessir,1,2,Ey örtüsüne bürünen! Kalk ve uyar! Sadece Rabbinin büyüklüğünü dile getir.,"Sabır, Tevekkül ve Manevi Olgunluk",21.08.2020,"MÜMİN: HAKKIN TEMSİLCİSİ, HAKİKATİN DAVETÇİSİ"
Mümtehine,4,2,İbrahim ve beraberindekilerde sizin için güzel bir örneklik vardır.,"Ramazan, Oruç ve Bayramlar",09.09.2016,BAYRAM VE HZ. İBRAHİM
Mümtehine,4,2,"Rabbimiz! Sadece sana dayandık, sana yöneldik. Dönüş ancak sanadır. Bizleri inkâr edenlerin zulmüne uğratma!","Ramazan, Oruç ve Bayramlar",09.09.2016,BAYRAM VE HZ. İBRAHİM
Nisa,124,2,"Mümin olarak, erkek veya kadın, her kim salih ameller işlerse, işte onlar cennete girerler ve zerre kadar haksızlığa uğratılmazlar.","Aile, Çocuk ve Nesil",08.03.2013,BİR KUL OLARAK KADIN
Nisa,124,2,"Mümin olarak, erkek veya kadın, her kim salih ameller işlerse, işte onlar cennete girerler ve zerre kadar haksızlığa uğratılmazlar","Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.03.2018,"İSLAM'DA KADIN: ADALET, MERHAMET VE HAKKANİYET"
Nisa,41,2,Her ümmetten bir şahit getirdiğimiz ve seni de onların üzerine bir şahit kıldığımız zaman bakalım onların hali nice olacak.,Kur'an-ı Kerim,10.06.2016,KUR’AN AYI RAMAZAN
Nisa,41,2,"Her ümmetten bir şahit getirdiğimiz ve seni de onların üzerine bir şahit yaptığımız zaman, bakalım onların hâli nice olacak!",Kur'an-ı Kerim,25.06.2021,KUR’AN’IN MANEVÎ İKLİMİYLE BULUŞALIM
Nisa,7,2,"Anne babanın ve yakınların miras olarak bıraktıklarından erkeklere pay vardır; yine anne babanın ve akrabanın miras olarak bıraktıklarından kadınlara da pay vardır. Allah, miras malının azından da çoğundan da bunları farz kılınmış birer hisse olarak belirlemiştir.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",06.12.2024,MİRAS: SINIRLARINI ALLAH’IN BELİRLEDİĞİ HAK
Nisa,7,2,"Anne babanın ve yakınların miras olarak bıraktıklarından erkeklere pay vardır; yine anne babanın ve akrabanın miras olarak bıraktıklarından kadınlara da pay vardır; azından çoğundan, belli pay.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.01.2021,MİRAS: HER HAK SAHİBİNE HAKKINI VERMEK
Nisa,86,2,"Size bir selâm verildiği zaman, ondan daha güzeliyle veya aynı selâmla karşılık verin!","Toplumsal Dayanışma, Merhamet ve Kardeşlik",27.07.2012,SEVGİ VE BARIŞ DİLİ: SELÂM
Nisa,86,2,"Size selam verildiği zaman ondan daha güzeliyle veya misliyle karşılık verin. Şüphesiz ki Allah, her şeyin hesabını gereği gibi yapandır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",28.04.2017,GÜVEN VE MUHABBET KÖPRÜSÜ: SELAM
Nur,19,2,"Müminler arasında hayâsızlığın yaygınlaşmasını isteyenlere dünyada ve ahirette can yakıcı bir azap vardır. Allah bilir, siz bilmezsiniz.","Ahlak, Erdem ve Söz",01.08.2025,"HAYÂ: ALLAH’IN EMRİ, FITRATIN GEREĞİ"
Nur,19,2,Müminler arasında ahlâksızlığın yaygınlaşmasını isteyenlere dünyada ve ahirette can yakıcı bir azap vardır...,"Aile, Çocuk ve Nesil",02.05.2025,NEFSİ VE NESLİ İFSAT EDEN BÜYÜK GÜNAH: ZİNA
Nur,31,2,"Mümin kadınlara da söyle, gözlerini haramdan sakınsınlar, iffetlerini korusunlar","Ahlak, Erdem ve Söz",25.01.2019,İSLAM AHLÂKININ ÖZÜ HAYÂDIR
Nur,31,2,"Mümin kadınlara da söyle, gözlerini haramdan sakınsınlar, ırzlarını korusunlar. (Yüz ve el gibi) görünen kısımlar müstesna, zînet yerlerini göstermesinler. Başörtülerini yakalarının üzerine kadar salsınlar.","Ahlak, Erdem ve Söz",26.07.2019,BEDEN MAHREMİYETİ VE TESETTÜR
Rahman,9,2,"Ölçüyü doğru yapın, eksik tartmayın.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",15.12.2023,ADALET: HER HAK SAHİBİNE HAKKINI VERMEK
Rahman,9,2,"Tartıyı adaletle yapın, teraziyi eksik tutmayın.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",19.09.2025,PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI
Rum,21,2,"Kendileriyle huzur bulmamız için bizlere eşler yarattığını, aramızda sevgi ve rahmet bağları var ettiğini","Aile, Çocuk ve Nesil",02.07.2021,DÜĞÜNLERİMİZDE NEBEVÎ ÖLÇÜYE RİAYET EDELİM
Rum,21,2,"Kendileriyle huzur bulmamız için bizlere eşler yaratan, aramızda sevgi ve rahmet bağları var eden","Aile, Çocuk ve Nesil",20.07.2018,DÜĞÜN ÂDÂBI
Saffat,102,2,şüphesiz beni sabredenlerden bulacaksın,"Aile, Çocuk ve Nesil",17.10.2014,ARŞIN GÖLGESİNDEKİ GENÇLİK
Saffat,102,2,Babacığım! Sana emredileni yap; inşallah beni sabredenlerden biri olarak bulacaksın,"Aile, Çocuk ve Nesil",23.11.2018,EN BÜYÜK ZENGİNLİĞİMİZ GENÇLERİMİZ
Tevbe,128,2,bizim içimizden bize gelmiş,Peygamberimiz ve Ashab,03.02.2012,MEVLİD-İ NEBİ
Tevbe,128,2,"Andolsun, size içinizden öyle bir peygamber gelmiştir ki, sizin sıkıntıya uğramanız ona ağır gelir. O, size çok düşkündür. Müminlere karşı şefkat ve merhamet doludur","Ahlak, Erdem ve Söz",07.11.2025,VEFA İMANDANDIR
Tevbe,36,2,Allah katında ayların sayısı on ikidir.,"Kandiller, Muharrem ve Mübarek Geceler",06.09.2019,MUHARREM AYI VE ÂŞÛRÂ GÜNÜ
Tevbe,36,2,Allah katında ayların sayısı on ikidir.,"Sabır, Tevekkül ve Manevi Olgunluk",30.12.2011,ZAMAN BİLİNCİ
Zariyat,55,2,Sen yine de öğüt ver. Çünkü öğüt müminlere fayda verir.,İbadet ve Kulluk,04.08.2023,CUMA: HAFTALIK BAYRAM GÜNÜMÜZ
Zariyat,55,2,"Hatırlat! Çünkü hatırlatmak, müminlere fayda verir.","Ahlak, Erdem ve Söz",28.06.2024,"İSLAM, İNANDIĞIMIZ GİBİ YAŞAMAYI BİZE EMREDER"
Zuhruf,32,2,"Dünya hayatında onların geçimliklerini aralarında biz paylaştırdık. Bir kısmı diğerini istihdam etsin diye çeşitli alanlarda kimini kimine, derece derece üstün kıldık.","Ekonomik Hayat: Kazanç, Zekat ve İsraf",08.05.2020,"RAMAZAN: İNFAK, YARDIMLAŞMA VE PAYLAŞMA AYI"
Zuhruf,32,2,Rabbinin rahmetini onlar mı bölüştürüyorlar? Dünya hayatında onların geçimliklerini aralarında biz paylaştırdık. Birbirlerine iş gördürmeleri için kimini ötekine derecelerle üstün kıldık. Rabbinin rahmeti onların biriktirdikleri şeylerden daha hayırlıdır,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",26.04.2019,TİCARET HAYATININ BEREKETİ: İŞ AHLAKI
İbrahim,7,2,Andolsun şükrederseniz elbette size nimetimi artırırım. Eğer nankörlük ederseniz hiç şüphesiz azabım çok şiddetlidir.,"Sabır, Tevekkül ve Manevi Olgunluk",06.02.2015,ŞÜKÜR NİMETLERİ ARTIRIR
İbrahim,7,2,Hani Rabbiniz size şöyle bildirmişti: Eğer şükrederseniz elbette size nimetimi artırırım. Nankörlük ederseniz gerçekten azabım çok çetindir.,"Sabır, Tevekkül ve Manevi Olgunluk",27.10.2017,ŞÜKREDEN BİR KUL OLABİLMEK
İnfitar,6,2,Ey insan! Kerim olan Yüce Rabbine karşı seni yanıltıp aldatan nedir?,"İman, Tevhid ve Ahiret",12.12.2025,İNSAN: KÂİNATIN GÖZBEBEĞİ
İnfitar,6,2,Ey insan! Yüce Rabbin hakkında seni yanıltıp aldatan nedir?,"İman, Tevhid ve Ahiret",24.12.2021,AHİRET DAHA HAYIRLI VE SÜREKLİDİR
İnşirah,7,2,Bir işi bitirince hemen başka bir işe koyul. Sadece Rabbine yönel.,İslam Coğrafyası ve Küresel Meseleler,20.10.2023,RAHMET VE SEKİNET MÜJDESİ: İNŞİRÂH SURESİ
İnşirah,7,2,"Şüphesiz iman edip salih ameller işleyen, namazı dosdoğru kılan ve zekatı verenlerin mükafatları Rableri katındadır. Onlara korku yoktur. Onlar mahzun da olmayacaklardır.","Ramazan, Oruç ve Bayramlar",25.07.2014,RAMAZAN MUHASEBESİ
İsra,19,2,"Kim mümin olarak ahireti ister ve ona ulaşmak için gereği gibi çalışırsa, işte bunların çalışmalarının karşılığı verilir.","İman, Tevhid ve Ahiret",05.06.2020,AHİRETE İNANAN MÜMİN
İsra,19,2,Kim ahireti ister ve bir mümin olarak ahiret için ona yaraşır bir çabayla çalışırsa işte böylelerinin çabaları karşılık görecektir.,"İman, Tevhid ve Ahiret",24.12.2021,AHİRET DAHA HAYIRLI VE SÜREKLİDİR
İsra,53,2,"Kullarıma söyle, sözün en güzelini söylesinler; çünkü şeytan aralarına girer. Kuşkusuz şeytan insanların apaçık düşmanıdır.","Toplumsal Dayanışma, Merhamet ve Kardeşlik",09.08.2019,MÜMİN: HUZURLU TOPLUMUN TEMİNATI
İsra,53,2,"Kullarıma söyle, sözün en güzelini söylesinler; yoksa şeytan aralarına girer. Kuşkusuz şeytan, insanların apaçık düşmanıdır","Ahlak, Erdem ve Söz",22.05.2026,SÖZ AHLAKI VE SOSYAL MEDYA
İsra,9,2,"En doğru yola iletir. İyi davranışlarda bulunan müminlere, kendileri için büyük bir mükâfat olduğunu müjdeler.","Aile, Çocuk ve Nesil",09.06.2017,KUR’AN AYINDA KUR’AN’LA BULUŞALIM
İsra,9,2,"Şüphesiz ki bu Kur'an en doğru yola iletir; iyi davranışlarda bulunan müminlere, kendileri için büyük bir mükâfat olduğunu müjdeler.",Kur'an-ı Kerim,14.06.2013,YAZ KUR’AN KURSLARI
A'raf,151,1,Rabbim! Beni ve kardeşimi bağışla. Bize rahmetinle muamele eyle. Sen merhameti engin ve sonsuz olansın.,"Sabır, Tevekkül ve Manevi Olgunluk",01.04.2016,ÖFKEYE HÂKİM OLABİLMEK
A'raf,156,1,Benim rahmetim her şeyi kaplamıştır.,"Ramazan, Oruç ve Bayramlar",21.04.2023,"RAMAZAN BAYRAMI: NEŞE, HUZUR VE KARDEŞLİK GÜNLERİ"
A'raf,179,1,"…Onların, kalpleri vardır ama hakkı anlamazlar; gözleri vardır ama gerçeği görmezler; kulakları vardır ama hakikati işitmezler…","Toplumsal Dayanışma, Merhamet ve Kardeşlik",01.12.2023,"İNSAN, ÖZÜ İTİBARİYLE DEĞERLİDİR"
A'raf,26,1,"Ey Âdemoğulları! Size mahrem yerlerinizi örtecek giysi, süsleneceğiniz elbise indirdik.","Ahlak, Erdem ve Söz",16.09.2022,"TAKVA, HAYÂ VE TESETTÜR"
A'raf,27,1,"Ey Âdemoğulları! Avret yerlerini kendilerine açmak için, elbiselerini soyarak ana babanızı cennetten çıkardığı gibi, şeytan sizi de saptırmasın...","Ahlak, Erdem ve Söz",01.08.2025,"HAYÂ: ALLAH’IN EMRİ, FITRATIN GEREĞİ"
A'raf,31,1,Ey Âdemoğulları! Her mescide gidişinizde güzel ve temiz elbiselerinizi giyinin …,İbadet ve Kulluk,03.08.2018,CAMİ VE CEMAAT ADABI
A'raf,33,1,"De ki: Rabbim açık ve gizli bütün fuhşiyatı, günahı ve haddi aşmayı haram kılmıştır.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",20.05.2016,MAHREMİYETİ YİTİRMEK MAHRUMİYETTİR
A'raf,55,1,Rabbinize yalvara yakara ve gizlice dua edin,"Afet, Kriz ve Sağlık",24.02.2023,"KARDEŞLİK, DAYANIŞMA VE DUA VAKTİ"
A'raf,56,1,Düzene sokulduktan sonra yeryüzünde bozgunculuk yapmayın.,"Afet, Kriz ve Sağlık",16.08.2019,GÜVENLİ BİR HAYAT İÇİN AFETLERE HAZIR OLALIM
A'raf,96,1,"O memleketlerin ahalisi iman etseler ve günahtan sakınsalardı, elbette onların üstüne gökten ve yerden nice bereket kapıları açardık.","Sabır, Tevekkül ve Manevi Olgunluk",18.09.2020,BEREKET: MANEVİ BOLLUK
Abese,33,1,"Kişinin kardeşinden, anasından, babasından, eşinden ve çocuklarından kaçacağı gün kulakları sağır edercesine şiddetli ses geldiği vakit, işte o gün herkesin kendini meşgul edecek bir işi vardır. O gün birtakım yüzler vardır ki pırıl pırıl parlar, güler sevinirler. O gün nice yüzler de vardır ki toz toprak içindedir. Onları bir siyahlık bürür. İşte onlar kâfirlerdir, günaha dalanlardır.","İman, Tevhid ve Ahiret",27.02.2015,ÖLÜM VE ÖTESİ
Ahkaf,15,1,Biz insana anne babasına iyi davranmasını emrettik,"Aile, Çocuk ve Nesil",31.10.2025,AİLEDE HUZURUN KAYNAĞI: MERHAMET VE MUHABBET
Ahzab,21,1,"İçinizden Allah’ın lütfuna ve ahiret gününe kavuşmayı umanlar, Allah’ı çokça zikredenler için hiç şüphe yok ki, Resûlullah’ta güzel bir örneklik vardır",Peygamberimiz ve Ashab,04.09.2026,PEYGAMBERİMİZ VE GÜZEL AHLAK
Ahzab,33,1,"Ey Ehl-i Beyt! Allah sizden, sadece günahı gidermek ve sizi tertemiz yapmak istiyor.","Kandiller, Muharrem ve Mübarek Geceler",23.10.2015,KERBELÂ’YI DOĞRU ANLAMAK
Ahzab,72,1,"Biz emaneti göklere, yere ve dağlara teklif ettik de onlar onu yüklenmek istemediler, ondan çekindiler. O emaneti insan yüklendi.",Peygamberimiz ve Ashab,14.04.2017,HZ. PEYGAMBER VE GÜVEN TOPLUMU
Al-i İmran,103,1,Hep birlikte Allah’ın ipine sımsıkı sarılın; bölünüp parçalanmayın,"Vatan, Millet ve Tarih",07.08.2026,KARDEŞLİK
Al-i İmran,130,1,Ey iman edenler! Kat kat arttırılmış olarak faiz yemeyin. Allah'a karşı gelmekten sakının ki kurtuluşa eresiniz.,"Ekonomik Hayat: Kazanç, Zekat ve İsraf",01.06.2018,MEŞRU OLMAYAN KAZANÇ: FAİZ
Al-i İmran,191,1,"Rabbimiz! Sen bunu boş yere yaratmadın, sen ne yücesin! Bizi cehennem azabından koru!",İbadet ve Kulluk,22.01.2021,AKLIN İBADETİ: TEFEKKÜR
Al-i İmran,195,1,"Hicret edenlerin, yurtlarından çıkarılanların, benim yolumda eziyete uğratılanların, savaşanların ve öldürülenlerin, işte onların günahlarını elbette sileceğim. Andolsun ki, Allah katından bir mükâfat olarak onları altından ırmaklar akan cennetlere koyacağım. Şüphe yok ki nimetin güzeli Allah katındadır!","Vatan, Millet ve Tarih",16.03.2018,MİLLETİMİZİN VAROLUŞ MÜCADELESİ: ÇANAKKALE ZAFERİ
Ala,16,1,"Fakat siz dünya hayatını tercih ediyorsunuz. Oysa âhiret, daha hayırlı ve süreklidir.","Sabır, Tevekkül ve Manevi Olgunluk",01.11.2019,DÜNYEVİLEŞMEK: GEÇİCİ OLANA GÖNÜL VERMEK
Alak,15,1,Secde et ve Rabbine yaklaş.,İbadet ve Kulluk,22.05.2020,BİR ÖMRÜ RAMAZAN GİBİ YAŞAMAK
Alak,19,1,Secde et ve Rabbine yaklaş!,"İman, Tevhid ve Ahiret",13.02.2015,İMAN
Ankebut,57,1,Her can ölümü tadacaktır. Sonra bize döndürüleceksiniz.,"İman, Tevhid ve Ahiret",05.10.2018,CENAZE ÂDÂBI: AHİRET YOLCUSUNA
Ankebut,64,1,"Bu dünya hayatı, hakikatte sadece bir oyun ve eğlenceden ibarettir; âhiret yurduna gelince işte asıl hayat odur. Keşke bunu bilselerdi!","Sabır, Tevekkül ve Manevi Olgunluk",27.12.2019,TEFEKKÜR İLE BİR ÖMÜR GEÇİRMEK
Bakara,114,1,"Allah'ın mescitlerinde onun adının anılmasını yasak eden ve onların yıkılması için çalışandan kim daha zalimdir. Böyleleri oralara (eğer girerlerse) ancak korka korka girebilmelidirler. Bunlar için dünyada rezillik, ahirette de büyük bir azap vardır.",İslam Coğrafyası ve Küresel Meseleler,07.11.2014,MESCİD-İ AKSÂ KAN AĞLIYOR
Bakara,126,1,Rabbim! Burayı güvenli bir belde yap!,"İman, Tevhid ve Ahiret",21.04.2017,MÜMİN GÜVENEN VE GÜVENİLEN İNSANDIR
Bakara,129,1,"Rabbimiz! İçlerinden onlara bir peygamber gönder; onlara ayetlerini okusun, kitabı ve hikmeti öğretsin ve onları her türlü kötülükten arındırsın. Şüphesiz, sen mutlak güç sahibisin, hüküm ve hikmet sahibisin.","Eğitim, Teknoloji, Çevre ve Toplumsal Değişim",06.09.2024,"İLİM VE EĞİTİM, AHLAKLA YÜCELİR"
Bakara,134,1,"Önceki ümmetler, gelip geçti. Onların yapıp etikleri kendilerine, sizin yapıp ettikleriniz de size aittir. Siz onların yapıp ettiklerinden sorguya çekilecek değilsiniz","Vatan, Millet ve Tarih",17.03.2017,ŞEHADETİN DESTANLAŞTIĞI YER: ÇANAKKALE
Bakara,151,1,"Nitekim aranızdan size bir peygamber gönderdik: O size ayetlerimizi okuyor, sizi arıtıp temizliyor, size kitabı ve hikmeti öğretiyor; yine size daha önce bilmediklerinizi öğretiyor.",Kur'an-ı Kerim,27.05.2022,ALLAH’IN KİTABINA VE PEYGAMBERİNİN SÜNNETİNE BAĞLILIK
Bakara,165,1,İman edenlerin Allah sevgisi çok kuvvetlidir.,"İman, Tevhid ve Ahiret",19.02.2021,İMANIN TADINA ERMEK: ALLAH VE RESÛLÜ’NÜ SEVMEK
Bakara,179,1,Ey akıl sahipleri! Kısasta sizin için hayat vardır. Umulur ki suç işlemekten sakınırsınız.,"Toplumsal Dayanışma, Merhamet ve Kardeşlik",01.11.2024,HER CANIN DOKUNULMAZLIĞI VARDIR
Bakara,185,1,"Ramazan ayı, insanlar için bir hidayet rehberi, doğru yolun ve hak ile batılı birbirinden ayırmanın apaçık delilleri olarak Kur'an'ın kendisinde indirildiği aydır. Öyle ise içinizden kim bu aya ulaşırsa onu oruçla geçirsin...","Ramazan, Oruç ve Bayramlar",03.05.2019,HOŞ GELDİN YA ŞEHR-İ RAMAZAN
Bakara,196,1,Haccı ve umreyi Allah için eksiksiz yerine getirin,İbadet ve Kulluk,08.05.2026,"İBADETLER, BİZİ RABBİMİZE YAKINLAŞTIRIR"
